Transaction_ID,Date,Time,Customer_Name,Customer_ID,Product_Name,Product_ID,Category,Quantity,Unit_Price,Total_Amount,Payment_Method,Store_Location,Salesperson_Name,Discount_Applied,
b9fc7af8-e275-4e61-b9d1-9082190432f7,03-02-2024,01:13:02,Heather Vasquez,8a2612e7-7bee-45f3-a669-3b391b2e05b7,Deal,83e993e7-f773-40cf-bb7e-4b5b1221aca6,Books,10,79.98,799.8,Credit Card,South Christy,Christopher Tyler,10.97,
05f30a95-71c0-4d59-95a8-cf74a411d5e3,09-02-2024,22:20:12,Steven Marquez,5ef73868-4d51-4c64-929d-851f9ccb6aea,Strategy,daa97b33-44f2-40f7-b6ba-66c4031cbf4a,Books,3,462.66,1387.98,Cash,West Michaelville,Andrew Smith,23.71,
c0537d58-6e31-4bcc-9af2-27e82e5c7d2c,30-05-2024,03:58:38,Tammie Foster,681e821f-8065-4c40-bf02-0295d986c3a7,Share,55819d93-b424-4859-9462-212bb943e19c,Electronics,9,443.21,3988.89,Credit Card,Stevenfort,Christopher Allen,16.33,
b8c74572-ce34-434d-bd17-e9ba0d1fca84,30-06-2024,03:24:50,Jeffrey Kemp,4ff3278b-cf60-4cdc-a307-cde989401681,Us,9e796653-c79c-4424-bce5-3f166d69f838,Home Goods,8,167.14,1337.12,Mobile Payment,Davidside,Kiara Brown,19.06,
ff23de50-4201-43aa-8410-8555bd0b8338,23-07-2024,22:25:53,Lisa Brown,bf17312f-ada5-4565-ab43-0944c33d9485,Beautiful,7611c140-d2c7-4b42-8f81-30944639921e,Electronics,6,90.65,543.9,Credit Card,West Samanthaville,Christina Myers,28.14,
41dc784c-941c-41c0-9c3b-45a71b3bba89,13-06-2024,22:02:42,Anna Bowers,86ce7ba3-6443-406d-b030-1776345946e6,Why,31e41f8d-0ef2-4ca0-86c3-c587050d057c,Sports,6,275.22,1651.32,Mobile Payment,Jesusborough,Joseph Garza,5.43,
a18ff39f-88e5-486c-a539-aae980a0e1c5,24-09-2024,07:07:14,Howard Clark,ec4040c3-f0e8-45fc-982f-bd0ee651c308,Politics,ef6f4b70-5d20-407d-bb4c-dcbfabee0133,Home Goods,5,100.59,502.95,Cash,Cantrellstad,Mary Carroll,23.27,
3cb794e7-282a-4b28-8ac6-7e83bd5dd744,18-01-2024,16:05:30,Kevin Johnson,35fab890-2699-410e-ba4a-cacf0225e7fc,Bag,dc1c0561-cd28-48f1-bd36-4319b13373f8,Electronics,8,468.99,3751.92,Debit Card,Port Jenniferton,Lisa Williams,6.61,
d105beae-1c98-4f7c-814e-d4deb6bef72c,29-04-2024,18:16:36,Mr. William Bennett,67d2ca48-76cf-4854-b3be-fa3e190c325c,Building,cd05db5b-3989-4aa9-9a33-18425ad58d4a,Electronics,9,425.94,3833.46,Credit Card,Port Johnborough,Amy Donovan,19.22,
e9c8a61c-9bb8-421a-b5fa-b1b35f83a1c1,19-02-2024,19:56:54,Dustin Jones,1622515f-b333-4d3a-b0ac-2b3cd6abd032,Over,3c160f6c-6402-48aa-be2c-f2f818179fb9,Electronics,1,208.34,208.34,Debit Card,Faulknerfort,Eric Moreno,14.18,
1400509d-d66f-437c-8db4-d50e0f799758,25-02-2024,12:24:18,Laura Page,da54e743-9886-46e5-99d4-213cbd2a98cf,Before,847a0563-6663-4510-9a23-aeec939476da,Apparel,6,51.63,309.78,Credit Card,Lake Stacyside,Devin Guzman,42.97,
fa532875-fe76-4e05-94f0-70ce9d09a4e0,16-11-2024,12:11:43,Desiree Meyer,f28ff97e-6236-44e3-a352-b123368bebcd,Big,ff198aeb-9030-4574-97c8-c72f221f7818,Sports,4,252.33,1009.32,Cash,Port Ashleystad,Jason Hansen,4.35,
2e1fe5f8-3d36-4251-91f6-d40e3a067bb5,12-06-2024,15:34:55,Vanessa Rhodes,0b435abb-0998-4ee9-b0fd-21f078fc56ad,Lead,a547ec1e-5a9a-40ec-bb9e-a3082db7449b,Home Goods,8,265.74,2125.92,Mobile Payment,Gomezview,Daniel Turner,18.39,
700f3884-688f-4980-be95-5ec0dc43f09a,08-08-2024,04:03:39,David Taylor,4896349e-a880-4ecf-be2a-420b9a329eb3,He,d446613c-8ed1-4d1c-a286-7464a1f2c9f4,Home Goods,10,338.36,3383.6,Cash,Ashleyborough,Mackenzie Holloway,46.7,
1f2edfe1-3efb-4798-ba1e-eda8429810a6,01-09-2024,15:36:49,Kristin House,b8e7afee-211a-46db-af0b-86f86c73e6b0,Attention,2ea53653-d989-4b13-b6c4-ecd008a0b9aa,Apparel,9,173.4,1560.6,Mobile Payment,Lake Joseph,Daniel Lawson,12.48,
83517169-3f1c-468a-9817-50310f534f93,01-11-2024,09:43:37,Troy Jones,2b5c2930-0803-4f41-a9e3-7588bfb18d71,Smile,4b5c5136-a3c5-4950-8d2c-8b2b31f5135c,Apparel,9,387.53,3487.77,Cash,Davidview,Robin Hughes,8.99,
8b333606-4cd7-48f9-8f0e-2208035238fd,12-03-2024,08:42:49,Brian Shaw,bf0f8d65-9a6e-4e48-b89b-cf6ea609632c,None,ae269848-a892-44ea-89f0-f0516ad4a36c,Electronics,7,77.82,544.74,Debit Card,Collinschester,Joseph Wood,2.79,
bb9bd15b-eb10-4b04-a670-233e065cbb8b,07-07-2024,14:01:28,Javier Thomas,17ce548f-ff34-4803-8697-5cfaa7870bfb,Agent,e204d066-b5c0-40e7-bae0-e3690a9eb630,Books,3,75.29,225.87,Debit Card,East Brianshire,Julia Haley,23.82,
02a1a94c-bdac-431d-b44c-00278734054a,10-09-2024,02:15:44,Katherine Charles,b1f12aee-7958-4e3b-a4e9-79516404ee3c,Page,eec60327-d8c4-418a-a397-eefebc5ad3cc,Electronics,7,359.6,2517.2,Mobile Payment,Petermouth,Kimberly Sanchez,29.37,
604af3e9-12fd-4d7b-b6ec-b1765881fca8,28-12-2023,08:06:13,Rebecca Jones,9f38ee5c-cad4-458c-b157-56a134650258,Source,b35e7867-f90f-454b-8e2c-62cc55ffad6d,Sports,2,246.19,492.38,Mobile Payment,Port Brian,John Moore,30.55,
6181178a-79d3-4859-a139-7875bf583726,18-09-2024,16:29:16,Lisa Stevens,d27e0772-6f59-4b48-880d-02d88e77d08f,Offer,57e56df1-51ed-4acd-a55d-e61dd83c93c2,Books,8,342.11,2736.88,Cash,Walshport,Emily Hoover,40,
903a095b-30f9-4327-9405-5c248c75c065,30-03-2024,07:16:38,Lisa Diaz,1618baf2-049e-4137-8e97-f14c3fa621df,Become,e3964a5d-5b78-4b15-b46a-2faf65a352ff,Books,3,381.34,1144.02,Debit Card,Dominguezchester,Kelly Bennett,14.56,
7e78e068-68bb-4961-90ab-e5a124121f21,21-05-2024,10:18:06,Malik Lane,21a58dc0-587e-4074-b155-163329020ccd,Page,60f79cd6-3720-4e0b-abc9-fddc56894b99,Home Goods,10,258.68,2586.8,Cash,Hendersonchester,Dr. Michael Hernandez,20.83,
6a65cd28-7716-4fb4-87c4-bfe569021901,28-08-2024,22:33:29,William Tanner,e402c148-d162-423c-9b7a-65021f29e452,Compare,2abe0c1e-8cb8-4d4a-b331-c2d6137b6692,Home Goods,9,337.27,3035.43,Mobile Payment,North Juliaborough,Richard Novak,2.65,
1ae0a0ae-e676-428f-bb9d-229ee4f4e419,04-10-2024,17:46:02,Douglas Conner,0dea708a-7927-4607-890a-85e206a0021c,Play,937ed242-4c9c-4f55-990d-4047616700c1,Electronics,3,455.96,1367.88,Cash,Port Lindseyport,Terry Craig,2.86,
54f9a6d3-b182-4ca0-857d-4ab8e632defc,25-02-2024,13:30:26,Penny Hall,434689c4-edc8-43eb-8ce5-7c9139fa6755,Trip,9351a280-b2d6-4bbd-800c-2a1d7bc2bb4c,Books,4,139.56,558.24,Mobile Payment,Kendrafort,Christine Hoffman,32.2,
debf888b-eec9-417a-b87d-dd82621cf262,27-12-2023,17:07:14,Scott Irwin,36d574b3-5725-4066-8523-e9bfab415087,Part,748df2f0-13ac-4934-bff9-9141b10d54a4,Electronics,2,415.47,830.94,Debit Card,East Karenland,Jermaine Summers,26.94,
53c09a79-fe43-4fd8-9858-a70527874205,03-10-2024,02:40:18,Earl Davis,0ae56bfc-c519-4a11-a95f-4ff8c50a30f8,Personal,a357a92d-934e-4835-9680-85b5743f9df6,Books,4,309.78,1239.12,Cash,Lake Daniel,Michael Lopez,4.98,
784a0f8f-b17c-4041-9aa2-1896a2cf10ca,27-03-2024,19:18:31,Edward Kim,e91e8732-0962-4883-a12f-64ea04496f55,With,18fa31c5-cdc5-4451-a1d8-ecade9d740ee,Home Goods,10,220.81,2208.1,Mobile Payment,Sheliamouth,Mark Sherman,14.37,
b1cc0adb-52f7-4dfa-94bc-83db6c65afb6,15-01-2024,00:37:08,Samantha Perez,af6e178c-a766-4d60-b438-2419f15f97c2,Indeed,0267d790-cd47-4c9f-addb-8c0b434327e7,Apparel,4,164.28,657.12,Credit Card,East Kylefurt,Jennifer Reed,39.9,
35829da7-b812-42ee-b23b-cc00f55c2029,20-08-2024,10:35:11,Eric Carter,30e4d17f-1cc2-4061-b951-1a870186ce36,Likely,e0ba9627-5dd4-418c-8821-5cce0063f54b,Books,4,238.51,954.04,Mobile Payment,Birdmouth,Marco Gallagher,41.76,
b18a0136-93d5-4445-a173-c141e3fddbcb,22-02-2024,11:18:41,Briana Perkins,5e8cf6b1-0218-4de5-bd54-0b98f9ea5908,Research,53cee308-2638-4d39-ab98-7aeef5b42419,Electronics,7,370.11,2590.77,Cash,Phillipston,Morgan Nunez,34.95,
d274b273-0170-4ec8-bf11-9c6c5fe99af1,21-11-2023,22:26:39,Taylor Humphrey,f55e1448-2d06-4d7c-ab5a-758e8f319e19,Without,e0ff69bc-32fa-4b57-aa14-fff746ae0cdc,Books,4,256.12,1024.48,Debit Card,Fosterfort,Theodore Nunez,21.68,
f28c2a7d-551f-4550-a76a-9062569df0b2,02-12-2023,10:39:19,Thomas Patterson,92eebc88-18f9-4481-b7f4-64945d9a69d8,She,0f9ef9aa-f640-4411-9ced-455ee2d887c0,Apparel,10,5.33,53.3,Debit Card,New Jeffrey,Maria Duncan,37.05,
fb9cafd4-3e34-4e20-91c7-e42f57154f42,14-02-2024,11:30:34,Gerald Ortiz,cdb7d6aa-660f-4a2f-87d3-0ef2404f04ee,Prevent,292e5719-109b-4e92-9e73-3f16ced6e65f,Home Goods,5,24.53,122.65,Cash,Gutierrezview,Bryan Williams,0.15,
a055b5e6-45a1-41ff-bedb-eed12ee890db,03-04-2024,22:27:22,Donna Rodriguez,d29fd9a2-cfd2-4c57-8505-ff37be9fee3f,Could,f92d5fcf-c7b6-42a4-abc3-c89edaa0d011,Home Goods,8,430.06,3440.48,Debit Card,New Krystalburgh,Dawn Manning,19.81,
b3a27f4e-474e-427e-b22c-3b46b493a008,10-11-2024,09:44:24,Brian Terry,985c1ee5-898e-41e1-a980-4af810795386,His,deac4d07-be03-4f6c-9bc6-873dd5fafafa,Home Goods,2,273.96,547.92,Debit Card,Devonchester,Cheryl Santos,4.76,
a8f5bd2b-a146-4d11-b7e2-7ff7802c25e8,10-06-2024,20:28:31,Troy Thomas,78da47cb-f5ab-4dfc-aa2d-0b2755b5e760,Law,304e6d99-c6b5-48ae-8baf-7bab7043867d,Home Goods,8,80.66,645.28,Cash,Danielmouth,Yolanda Cunningham,7.23,
98eb9779-01db-4669-bff2-e5ac4fe6cd44,24-01-2024,18:29:33,Jeff Lyons,b1b3c709-bc82-45f1-865b-bd447ef209e9,Soon,fdea5f12-2107-4dbf-b831-bfdae459fe20,Home Goods,8,89.73,717.84,Cash,Bryanmouth,Natalie Thomas,0.78,
09d3ce67-f603-4054-99c9-329a34790675,17-05-2024,23:55:45,Steven Miller,a23f9e8b-9525-469f-9f27-1075bec5176b,Camera,f6ed56ab-5955-465f-827d-6cfcb77f9d79,Sports,10,378.45,3784.5,Mobile Payment,Sharontown,Paul Hernandez,21.34,
b1b3d115-f340-4877-984a-936c6805c905,24-07-2024,16:59:22,Sarah Bryan,eddf317f-5cae-440c-b130-642f641ea3ea,Magazine,fe52b3e7-58c2-4c43-b7dc-456634ff3c2d,Electronics,2,323.24,646.48,Debit Card,Lake Loriton,Mary Wilson,1.6,
b00bcf3a-7ba7-4265-ac76-5289d93b74f8,22-11-2023,04:15:27,Diana Shaw,1b1f5723-4995-442a-a92a-66f02c9e3424,Enter,063f1a5e-2de9-4b74-90c9-de6725e3eef9,Electronics,6,41.89,251.34,Debit Card,Gutierrezhaven,Kimberly Mcdaniel,19.32,
e2d17ed0-4479-431f-8a60-2241e88ce6fc,03-09-2024,23:16:06,Jessica Hill,0f262ff3-1ebe-4189-8d91-5d4a330f43c2,Society,0328b0cb-dd68-4a3b-92e7-d022c6e94e5e,Books,1,417.89,417.89,Debit Card,Kennethchester,Jason Harvey,48.66,
f4f38c3d-0863-464e-8cfa-d996a2a71ee1,08-11-2024,13:05:11,Grace Martin,2ccf30e5-6ea9-4e50-95d1-ca5ca2107969,Model,d386cac7-9791-4e4d-8c18-b8ffc4c09b2c,Electronics,9,438.56,3947.04,Debit Card,Port Meredithville,Amy Doyle,49.5,
d2ef0d1b-7e7a-470e-8d49-74c313e3c95a,15-09-2024,17:04:09,Jonathan Collins,ab2daec7-270b-421d-87e9-f7319df2200d,Bad,b9447935-a9d8-421a-8ef8-0062423f3c72,Apparel,8,485.12,3880.96,Debit Card,Andersonville,Richard Robinson,30.05,
eb29b788-75c0-418b-9977-7a956625d87f,30-04-2024,19:41:14,Tammy Rivera,2a6e4559-bd09-4e1b-bbbe-7c2f416c652a,Physical,e0969558-0e58-4ac9-92ac-b399f7854047,Apparel,8,94.66,757.28,Mobile Payment,West Tiffanyview,Ethan Garcia,32.61,
73a1191b-246a-45ec-a58e-dfba44951180,30-09-2024,05:48:23,Kevin Dean,d0bf8a68-bdbd-4679-9063-186ba96e0b5e,Suddenly,81818627-0fa3-441e-b39f-5c6ef2748008,Apparel,4,495.23,1980.92,Cash,Madisonton,Michael Blackburn,42.76,
8d952521-2fe7-4f98-a3f9-9b9852a81498,25-12-2023,07:32:32,Heather Johnson,96869e22-3ec0-4549-b717-519a2c15efac,Policy,a8abfed9-b9a7-44f9-8496-448924de6dab,Sports,9,101.34,912.06,Credit Card,Harpermouth,Joshua Arroyo,30.75,
5e69e54c-ad19-4bf5-a7cf-283464f833f4,10-11-2024,05:16:19,Elizabeth Hamilton,14bd20b2-e23c-4d76-b009-ffbd0abcba95,Try,4cf3b1d9-0f3e-4791-a30e-ed18c05a730e,Books,9,142.7,1284.3,Mobile Payment,Port Deanstad,Ryan Bean,8.25,
b7322655-46de-4fc6-a8fe-56332c847efe,16-10-2024,00:13:40,Philip Ellis,7ed55a08-d5f3-452b-af3f-8baa301ee8fd,Fine,2c3de26b-ea42-4a8b-8f2f-4f803441ef00,Sports,5,434.79,2173.95,Debit Card,North Sarastad,Yvette Miller,17.78,
098812c9-a76d-465e-bea4-de8412d9c21a,15-08-2024,15:27:58,Diana Williams,050d33ac-ad06-492e-a863-518d8c29852c,Candidate,47530317-848a-4e7e-972c-df1b971c47db,Apparel,2,172.96,345.92,Debit Card,Lake Tiffany,Alexandra Martin,23.99,
0ac89dec-bbee-4566-a150-8f7b4c61e7fd,21-01-2024,15:03:02,Cody James,66164bce-fcbd-4611-beff-b2e030b5777e,Company,aa38ba63-f31a-4be5-8809-c0f2646a5b2d,Books,8,23.97,191.76,Debit Card,Adrianachester,Sheryl Walters,35.82,
5abe5402-3edf-44a0-b872-dd72cac98a95,22-06-2024,12:05:31,Jason Anderson,6f0d24c8-4feb-410e-adc9-92edc3e98694,Really,879f8261-8544-4666-8560-23c718d6873f,Apparel,3,438.05,1314.15,Debit Card,Port Jennifer,Gabriel Thomas,23.76,
a0ad7407-4d79-43f1-8594-22b9adacd11f,06-04-2024,22:09:28,Marcus Wright,dc6404dd-54af-4cb0-8a49-3ed360bcf963,Bank,0fab7897-c2fd-47ae-814c-97a328ebc4c7,Electronics,8,176.56,1412.48,Mobile Payment,Adrienneview,Penny Gross,37.47,
962edac4-c3a9-47e0-a2ab-26e946de99b1,27-06-2024,19:42:52,Stephanie Price,5500e137-7148-4290-8db6-6ad90946777c,Fast,c330d7da-3c3f-4478-be57-e2a33d882e3f,Books,7,227.17,1590.19,Mobile Payment,Donnaburgh,April Martinez,9.76,
f58dc5b7-ecdf-4cce-b7a8-be33f880666a,21-07-2024,14:23:25,Jenna Pierce,60ce2dc6-352a-4531-8a7a-47c0043d929d,Suddenly,16e02fc8-98d3-497a-b7fb-baf568561e74,Books,2,165.8,331.6,Credit Card,Jamesshire,Keith Mills,7.64,
8007eacd-cfbd-4349-b1d5-cf3e0e72b6e6,21-04-2024,22:46:34,Mark White,52f5883b-392e-4f58-b465-b2646c6b4b55,Popular,9379c553-77d7-43fe-90c6-cc1dd411075a,Electronics,3,80.3,240.9,Mobile Payment,Port Pamelastad,Jeffrey Moore,37.96,
1e1005d5-df44-42fc-a217-96627137e382,01-09-2024,09:44:36,Hunter Browning,bec9979b-4d2b-427c-996d-fe4b409f9b37,Or,881f759a-f813-4371-8b55-652675b76c37,Books,7,177.39,1241.73,Credit Card,Port Michaelfort,Susan Aguilar,43.55,
15eaa45f-75bc-4ac0-ae85-ac59e7847598,14-11-2024,08:49:50,Matthew Henderson,c9f005d4-e4bd-4a94-89d4-9e624b413b1d,Stay,0b2a0cf3-6298-400e-b227-99665d8aab73,Electronics,3,374.63,1123.89,Mobile Payment,East Sharonchester,Tracy Thornton,49.79,
0a70169f-eba1-4bc0-807d-3c72f04f57ca,19-08-2024,00:20:36,Brandy Watson,c178708e-e7ba-493e-9e8e-5101c55c5095,Live,94464dd0-4c37-48b6-8000-3960339c8100,Books,3,382.85,1148.55,Mobile Payment,North Timothyshire,Kathy Stout,38.98,
99923938-6e18-4bf3-9541-93b0a05dfd16,16-02-2024,03:48:03,Anna Gomez,ac362815-763a-4b9c-99df-e0c44712b6f1,Defense,64862a3f-c8dc-4737-a3ac-5eaec2a7e24a,Home Goods,2,6.39,12.78,Cash,Hernandezfurt,Richard Coleman,38.43,
375ad5d9-8987-4f8c-b802-6d1e01c0c8fa,18-01-2024,23:46:20,Brandy Kim,34d06d24-c8b1-4696-85ed-1e060aff7b2f,National,c3754fc2-bc7c-44e3-a2f0-2bdf6a5c5de3,Apparel,3,470.13,1410.39,Mobile Payment,South Kevin,Lindsey Wood,45.78,
e4eafc58-99cf-4ec5-9e73-bdbb0f9462c0,12-02-2024,06:46:25,Amber Shields,38038413-9418-4782-af46-4993be1a9370,To,716fb667-60e4-4466-9a85-ebc03c8a938a,Apparel,4,428.49,1713.96,Mobile Payment,South Abigailstad,Haley Cruz,10.77,
1e9593d0-4b41-439b-b3cd-38f99eb00b74,18-12-2023,05:27:39,Elizabeth Branch,188c25de-61ff-49a6-ba43-ae80c42e76d9,Medical,de070e12-e4d9-4e2b-8314-1b4bf4787078,Apparel,10,92.85,928.5,Mobile Payment,Anthonyhaven,Madeline Fields,26.15,
09063df7-809f-4fb4-b01f-963e0eefdb27,12-09-2024,03:35:56,John Gallagher,857e9ab7-de50-4d94-a778-cb1f09358c84,Fall,1170624a-a287-4887-a47f-64e044022182,Books,10,314.53,3145.3,Debit Card,East Virginia,Deanna Johnson,36.75,
aa7ad250-40df-4cba-b582-6a639583327c,03-02-2024,23:40:57,Michelle Jackson DVM,92f48a0e-ff9e-400b-84e1-9d23eafb9866,Edge,fa98a7a3-a946-4408-b7d4-e226baa77015,Books,1,113.64,113.64,Credit Card,Collinsmouth,Laura Soto,36.94,
91bcaa74-e0b3-473f-a598-a6169f5407e3,12-11-2024,04:16:16,Michael Clark,c304a444-b4df-4f1b-a536-91d73d79fad5,Why,fbb957f7-3f28-4d99-8bbe-037ddb5d1246,Electronics,8,178.01,1424.08,Cash,Port Cynthiaview,Craig Ewing,49.08,
fdc97172-898d-4d2b-a838-23749f0e1870,02-09-2024,06:02:16,Jessica Smith,150f4365-70c5-474f-bdd2-336a0005393c,Everything,029ebae5-4f16-4d70-be83-f5009bb831c6,Home Goods,2,42.35,84.7,Cash,New Krystal,Peggy Davenport,1.39,
0de841c3-805e-46ff-8ab9-83539535905b,18-09-2024,18:37:40,George Collier,0016a24d-c2db-4ef0-b20e-52a50915529b,Near,44317b88-5834-4b21-97bb-3b61a46cbcf3,Apparel,6,104.26,625.56,Cash,Port Grace,Crystal Peterson,1.25,
eff235eb-fc12-43e2-a37b-df37d262ee42,25-04-2024,09:19:31,Adrian Perry,d46a20d3-1c09-41b8-994c-793efd32944c,After,7cc509c4-39de-42b6-829e-638a5179fd90,Home Goods,5,129.87,649.35,Debit Card,Simmonsville,Brian Johnson,11.17,
c9d5f018-0abf-46b7-bcb1-010ace82f393,04-07-2024,03:00:54,Kenneth Hicks,c2d61bf8-54f6-4fbb-a78c-5d8805c55087,Political,4633f329-266c-4609-8fa9-84b2d0fc37c8,Electronics,3,362.85,1088.55,Debit Card,Lisashire,Heather Myers,25.29,
796c8ffd-dfac-4752-ad85-68c642d73c28,13-03-2024,23:04:49,Brandi Harmon,8836780c-05a5-4ffd-81d7-c77fa4006fbd,North,ed7f710e-3f48-41db-b058-63e372d0dd27,Sports,10,137.7,1377,Debit Card,North Michael,Anthony Garcia,48.73,
8826d211-04dd-4112-ba9c-f88d686ff8fc,04-10-2024,23:16:45,Katie Webster,ae8b99eb-1dfe-410c-81d7-c0ff2b6dff9b,Goal,0b7190dd-8111-4010-bf56-6cd90d1a099f,Sports,1,312.95,312.95,Mobile Payment,New Samanthatown,Anthony Brown,29.81,
